line,word
57,app
57,daily
57,calm
57,stories
57,sleep
57,love
57,song
57,choices
57,relax
57,sleep
57,app
57,godsend
58,free
58,trial
58,version
58,cancel
58,charged
58,subscription
58,cancel
58,feel
58,completely
58,cheated
58,app
59,highly
59,suggest
59,downloading
59,week
59,free
59,trial
59,upgraded
59,premium
59,charged
59,subscription
59,consent
59,noticed
59,charged
59,multiple
59,subscriptions
59,charged
59,expensive
59,apps
59,content
59,time
59,waste
59,time
59,charge
60,calm
60,free
60,account
60,music
60,locked
61,app
61,pretty
61,app
61,genius
61,listen
61,music
61,spend
61,money
61,portion
61,music
61,books
61,stuff
61,spend
61,money
61,package
61,app
61,amazing
61,spend
61,money
62,app
62,helped
63,improvement
63,navigating
63,app
63,nice
64,app
64,free
64,charge
64,listening
64,single
64,kinda
64,stupid
64,opinion
65,update
65,content
65,free
65,ocean
65,waves
65,locked
65,content
65,disappointing
66,money
66,scam
67,literally
67,worst
67,app
67,advertised
67,download
67,pay
67,lame
68,app
68,plan
68,paying
68,month
68,useless
68,sleep
68,stories
68,locked
68,unlocked
68,people
68,app
69,sleep
69,free
69,submit
69,info
69,purchase
69,stories
69,bed
69,free
70,sessions
70,dealing
70,daily
70,stress
70,sleeplessness
70,trauma
70,wondering
70,oppressed
70,suffer
70,daily
70,racism
70,micro
70,aggressions
70,increased
70,finding
70,daily
70,medications
70,helpful
70,increase
70,tensions
70,bought
70,idea
70,happiness
70,entitled
70,found
70,mindfulness
70,practice
70,helpful
70,feel
70,experience
70,day
70,dealing
70,change
70,listen
70,deal
70,stress
70,impossible
70,visualize
70,warm
70,feeling
70,happiness
70,day
70,world
70,devalues
70,skin
70,color
70,caused
70,repeating
70,mantras
70,love
70,projecting
70,love
70,feel
70,feeling
70,upset
70,treatment
71,candor
71,completely
71,relate
71,experienced
71,review
71,downloaded
71,pan
71,wait
72,app
72,pretty
72,choose
72,helps
72,improve
72,version
73,calm
73,relax
73,excited
73,app
73,reviews
73,lot
73,stuff
73,locked
73,listen
73,music
73,music
73,locked
73,guided
73,meditations
73,called
73,days
73,happiness
73,finished
73,day
73,session
73,sessions
73,locked
73,unlocked
73,meditations
73,bedtime
73,stories
73,unlocked
73,app
73,calm
73,based
73,data
73,daily
73,calm
73,activity
73,super
73,excited
73,fun
73,mine
73,locked
73,unlimited
73,access
73,pay
73,total
73,pay
73,price
73,app
74,excited
74,start
74,calm
74,free
74,book
74,fell
74,asleep
74,stupidly
74,trial
74,people
74,money
74,amazing
74,deal
74,money
74,afford
74,book
74,amazing
74,worth
74,trial
74,subscription
74,family
74,week
74,found
74,app
74,commercial
74,app
74,stress
74,anxiety
74,positive
74,bummer
74,parents
74,extra
74,allowance
74,mom
74,lost
74,job
74,pay
74,week
74,finished
74,week
74,pay
74,subscription
74,app
74,makes
74,upset
74,lose
74,subscription
74,downsize
75,brain
75,active
75,sleep
75,nights
75,sleep
75,stories
75,capture
75,attention
75,sleep
75,wake
75,play
75,stories
75,perfect
75,capturing
75,attention
75,favorite
75,calm
75,airways
75,started
75,listening
75,play
75,stories
75,sleep
75,wished
75,playlist
75,mind
75,hears
75,story
75,trigger
75,sleeptime
75,story
75,highly
75,recommend
76,app
76,amazing
76,night
77,excellent
77,search
77,calm
77,peace
77,tranquility
78,app
78,awesome
78,calms
78,meand
78,relaxing
78,day
78,meditation
78,program
78,white
78,noise
78,cool
78,stuff
78,pay
78,stuff
79,expensive
79,option
79,st
79,pay
79,month
79,time
80,calm
80,annual
80,subscription
80,access
80,features
80,app
80,downloaded
80,app
80,serves
80,privileged
80,financially
81,free
81,rest
81,bigger
81,selections
81,cost
81,money
81,free
81,trial
81,pay
81,dollars
81,opinion
81,rip
81,stuff
81,free
81,star
81,reviews
81,people
81,paid
81,dollars
81,people
81,paid
81,app
81,rate
81,stars
82,money
82,free
82,worth
82,actual
82,cost
82,helpful
82,sleep
82,aid
82,listening
82,story
82,youtube
82,week
83,app
83,requires
83,purchasing
83,inventory
83,choose
83,require
83,payment
84,love
84,app
85,meditation
85,pretty
85,app
85,free
85,download
85,pay
85,app
85,features
85,locked
85,pay
85,paid
85,app
85,begin
86,youtube
86,jungle
86,meditation
86,app
86,anxiety
86,disorder
86,kicks
86,bad
86,insomnia
86,middle
86,video
86,screaming
86,ad
86,pops
86,discovered
86,calm
86,ago
86,app
86,calm
86,noisy
86,beehive
86,head
86,upset
86,minute
86,track
86,fall
86,asleep
86,5ish
86,minutes
86,day
86,lol
86,wonderful
86,sleeping
86,pills
86,force
86,sleep
86,wake
86,super
86,refreshed
86,calm
86,hours
86,bottom
86,heart
86,app
86,premium
86,costs
86,netflix
86,days
86,fine
86,paying
86,month
86,nightly
86,cents
86,day
86,people
86,spend
86,money
86,daily
86,coffee
87,amazing
87,stories
87,stay
87,life
87,subscriber
87,adding
87,content
87,stories
87,love
87,app
87,rest
87,evening
88,dropping
88,sample
89,app
89,pay
89,unlock
89,videos
89,stuff
89,pay
89,app
90,careful
91,music
91,meditate
92,downloaded
92,app
92,sleeping
92,stressed
92,costs
92,money
92,finally
92,found
92,day
92,meditation
92,free
92,day
92,day
92,realized
92,day
92,free
93,huge
93,fan
93,calm
93,downloaded
93,months
93,ago
93,week
93,love
93,cold
93,week
93,ago
93,bad
93,coughing
93,uncontrollably
93,sleep
93,tossing
93,waking
93,hour
93,calm
93,asleep
93,rest
93,night
93,sleep
93,sickness
93,calm
93,amazing
93,app
93,totally
93,worth
93,paying
93,upgraded
93,version
93,calm
94,started
94,session
94,feels
94,amazing
95,figure
95,cancel
95,subscription
95,refund
96,grateful
96,app
96,content
96,creators
96,calm
96,helped
96,control
96,anxiety
96,sleep
96,stories
96,amazing
96,night
97,free
97,download
97,actual
97,trap
97,deleted
97,app
97,store
97,immediately
98,add
98,instagram
98,page
98,talking
98,absolutely
98,free
98,app
98,logged
98,premium
98,app
98,confused
98,free
98,app
98,app
98,calm
98,morning
98,ohhh
98,bout
98,sleep
98,life
98,noooo
98,free
98,lost
98,job
98,paying
98,supposed
98,stress
98,free
99,doubt
99,app
99,warn
99,experience
99,app
99,app
99,purchases
99,app
99,completely
99,free
99,pay
99,inside
99,app
99,stories
99,gems
99,special
99,privileges
99,app
99,means
99,downloading
99,app
99,create
99,login
99,email
99,username
99,password
99,fairly
99,standard
99,screen
99,pop
99,announcing
99,free
99,trial
99,app
99,pay
99,immediately
99,deleted
99,app
99,hope
99,gather
99,charges
99,hope
99,delete
99,login
99,account
99,app
99,intend
99,credit
99,card
99,charge
99,app
100,relaxed
100,calm
100,happy
100,app
100,makes
100,feel
100,calmer
100,helps
100,breath
100,slowly
100,app
101,app
101,sleep
101,calm
101,app
101,calming
101,music
101,pay
101,yeah
101,lot
101,expecting
101,free
101,calm
101,sleep
101,buy
101,app
101,happy
102,recently
102,app
102,wonderful
102,calming
102,helps
102,lower
102,stress
102,levels
102,highly
102,recommend
102,app
103,soo
103,sooo
103,calm
104,app
104,eyes
104,mediation
104,helped
104,body
104,mind
104,feel
104,calm
104,peaceful
104,enjoyed
104,free
104,version
104,paid
104,yearly
104,worth
104,love
104,app
105,app
105,counselor
105,recommended
105,clients
105,renewed
105,itunes
105,subscription
105,automatically
105,permission
105,ability
105,cancel
105,trap
106,call
106,free
106,app
106,free
106,enjoyed
106,sleep
106,story
106,listen
106,free
106,deleting
106,pretty
106,steep
106,month
107,excited
107,calm
107,downloaded
107,day
107,day
107,meditation
107,exercise
107,forward
107,day
107,commit
107,free
107,trial
107,buy
107,calm
107,premium
107,free
107,trials
107,fine
107,sickening
107,pay
107,reduce
107,stress
107,app
107,free
107,app
107,purchases
107,anxiety
107,reducing
107,app
107,proves
107,greed
107,selfishness
107,world
107,overshadows
107,sense
107,happiness
107,gain
108,fall
108,asleep
108,wake
108,night
108,struggle
108,return
108,sleep
108,shut
108,calm
108,sleep
108,stories
108,volume
108,morning
108,headphones
108,husband
108,traveling
109,love
109,app
109,stories
109,hours
109,fall
109,asleep
109,melatonin
109,melatonin
109,hour
109,bed
109,bedtime
109,hits
109,story
109,mins
